,Player,Pos,gameweek,pWAS,ww_pWAS,WAR
73,Moussa Djenepo,M,8,0.005533333333333316,-0.03265000000000001,0.038183333333333326
70,Tanguy Ndombele,M,8,0.004933333333333308,-0.03265000000000001,0.03758333333333332
68,Dara O'Shea,D,8,0.040033333333333365,0.0034500000000000086,0.03658333333333336
75,James Ward-Prowse,M,8,-0.0008833333333333471,-0.03265000000000001,0.031766666666666665
76,Robbie Brady,M,8,-0.0021166666666666556,-0.03265000000000001,0.030533333333333357
69,Ezri Konsa Ngoyo,D,8,0.030716666666666653,0.0034500000000000086,0.027266666666666644
72,Callum Robinson,F,8,-0.009050000000000002,-0.03373333333333332,0.024683333333333314
83,Dennis Praet,M,8,-0.008916666666666647,-0.03265000000000001,0.023733333333333363
71,Adam Webster,D,8,0.023366666666666647,0.0034500000000000086,0.019916666666666638
82,Trezeguet,M,8,-0.013149999999999995,-0.03265000000000001,0.019500000000000017
74,Willy Boly,D,8,0.02131666666666665,0.0034500000000000086,0.017866666666666642
85,James Maddison,M,8,-0.01708333333333334,-0.03265000000000001,0.015566666666666673
81,Sebastien Haller,F,8,-0.018766666666666654,-0.03373333333333332,0.014966666666666663
88,Sander Berge,M,8,-0.018066666666666658,-0.03265000000000001,0.014583333333333354
87,Ruben Neves,M,8,-0.020266666666666655,-0.03265000000000001,0.012383333333333357
78,Semi Ajayi,D,8,0.01514999999999996,0.0034500000000000086,0.011699999999999952
77,Jonny Evans,D,8,0.013433333333333297,0.0034500000000000086,0.009983333333333289
80,Joao Cancelo,D,8,0.012683333333333343,0.0034500000000000086,0.009233333333333335
90,Declan Rice,M,8,-0.02366666666666667,-0.03265000000000001,0.008983333333333343
79,Tyrone Mings,D,8,0.012433333333333296,0.0034500000000000086,0.008983333333333288
89,Gareth Bale,M,8,-0.024066666666666663,-0.03265000000000001,0.008583333333333349
91,Douglas Luiz,M,8,-0.02445000000000001,-0.03265000000000001,0.008200000000000002
84,George Baldock,D,8,0.009833333333333324,0.0034500000000000086,0.0063833333333333155
86,Ademola Lookman,F,8,-0.03103333333333334,-0.03373333333333332,0.0026999999999999767
96,Andre-Frank Zambo Anguissa,M,8,-0.03011666666666668,-0.03265000000000001,0.002533333333333332
97,Josh Brownhill,M,8,-0.03053333333333332,-0.03265000000000001,0.0021166666666666938
95,Jack Harrison,M,8,-0.030600000000000016,-0.03265000000000001,0.0020499999999999963
103,Scott McTominay,M,8,-0.033566666666666654,-0.03265000000000001,-0.000916666666666642
102,Conor Gallagher,M,8,-0.034616666666666664,-0.03265000000000001,-0.0019666666666666513
93,Pierre-Emerick Aubameyang,F,8,-0.04136666666666666,-0.03373333333333332,-0.007633333333333346
106,Nampalys Mendy,M,8,-0.04146666666666667,-0.03265000000000001,-0.00881666666666666
94,Aleksandar Mitrovic,F,8,-0.04428333333333334,-0.03373333333333332,-0.010550000000000025
92,Ola Aina,D,8,-0.008350000000000005,0.0034500000000000086,-0.011800000000000014
105,Jarrod Bowen,M,8,-0.04518333333333333,-0.03265000000000001,-0.01253333333333332
99,Harry Maguire,D,8,-0.010850000000000007,0.0034500000000000086,-0.014300000000000016
114,Allan,M,8,-0.04736666666666667,-0.03265000000000001,-0.014716666666666656
111,Allan Saint-Maximin,M,8,-0.04748333333333334,-0.03265000000000001,-0.01483333333333333
98,Reece James,D,8,-0.012466666666666681,0.0034500000000000086,-0.01591666666666669
100,Hector Bellerin,D,8,-0.013899999999999987,0.0034500000000000086,-0.017349999999999997
107,Bobby De Cordova-Reid,F,8,-0.05179999999999999,-0.03373333333333332,-0.018066666666666675
101,Nelson Semedo,D,8,-0.015433333333333318,0.0034500000000000086,-0.01888333333333333
118,Mason Mount,M,8,-0.053300000000000014,-0.03265000000000001,-0.02065
104,Conor Townsend,D,8,-0.017283333333333335,0.0034500000000000086,-0.020733333333333343
121,Ezgjan Alioski,M,8,-0.05391666666666665,-0.03265000000000001,-0.021266666666666635
119,Youri Tielemans,M,8,-0.05491666666666669,-0.03265000000000001,-0.022266666666666678
122,Daniel Podence,M,8,-0.05568333333333334,-0.03265000000000001,-0.02303333333333333
128,Harrison Reed,M,8,-0.056133333333333334,-0.03265000000000001,-0.02348333333333332
123,Stuart Dallas,M,8,-0.05654999999999999,-0.03265000000000001,-0.023899999999999977
113,Willian,F,8,-0.058150000000000014,-0.03373333333333332,-0.024416666666666698
125,Georginio Wijnaldum,M,8,-0.057199999999999994,-0.03265000000000001,-0.02454999999999998
126,Ilkay Gundogan,M,8,-0.05740000000000001,-0.03265000000000001,-0.024749999999999994
124,Pierre-Emile Hojbjerg,M,8,-0.057966666666666666,-0.03265000000000001,-0.025316666666666654
112,Son Heung-Min,F,8,-0.05940000000000001,-0.03373333333333332,-0.025666666666666692
127,Jake Livermore,M,8,-0.05988333333333332,-0.03265000000000001,-0.02723333333333331
115,Ashley Barnes,F,8,-0.06196666666666665,-0.03373333333333332,-0.028233333333333333
120,Chris Wood,F,8,-0.06283333333333334,-0.03373333333333332,-0.02910000000000002
108,Robin Koch,D,8,-0.026849999999999985,0.0034500000000000086,-0.030299999999999994
109,Jamal Lewis,D,8,-0.026850000000000002,0.0034500000000000086,-0.03030000000000001
110,Max Lowe,D,8,-0.026899999999999997,0.0034500000000000086,-0.030350000000000005
134,Miguel Almiron,M,8,-0.06344999999999999,-0.03265000000000001,-0.03079999999999998
116,Angelo Ogbonna,D,8,-0.02748333333333332,0.0034500000000000086,-0.03093333333333333
136,Oliver Norwood,M,8,-0.06671666666666666,-0.03265000000000001,-0.03406666666666665
140,Gylfi Sigurdsson,M,8,-0.06881666666666668,-0.03265000000000001,-0.036166666666666666
117,Antonee Robinson,D,8,-0.03363333333333333,0.0034500000000000086,-0.037083333333333336
141,Moussa Sissoko,M,8,-0.06995,-0.03265000000000001,-0.037299999999999986
146,Pablo Fornals,M,8,-0.0751,-0.03265000000000001,-0.04244999999999999
147,Mohamed Elneny,M,8,-0.07574999999999998,-0.03265000000000001,-0.04309999999999997
129,Aaron Wan-Bissaka,D,8,-0.040016666666666666,0.0034500000000000086,-0.043466666666666674
145,Andros Townsend,M,8,-0.07633333333333335,-0.03265000000000001,-0.04368333333333334
148,Fred,M,8,-0.07638333333333334,-0.03265000000000001,-0.04373333333333333
144,Jordan Henderson,M,8,-0.07648333333333333,-0.03265000000000001,-0.04383333333333332
142,James Rodriguez,M,8,-0.07696666666666667,-0.03265000000000001,-0.04431666666666666
133,Ruben Dias,D,8,-0.043766666666666676,0.0034500000000000086,-0.047216666666666685
130,Trent Alexander-Arnold,D,8,-0.044966666666666676,0.0034500000000000086,-0.048416666666666684
152,Jairo Riedewald,M,8,-0.08195000000000001,-0.03265000000000001,-0.0493
132,Kurt Zouma,D,8,-0.04586666666666667,0.0034500000000000086,-0.049316666666666675
131,Andrew Robertson,D,8,-0.04591666666666666,0.0034500000000000086,-0.04936666666666667
154,Sean Longstaff,M,8,-0.08206666666666668,-0.03265000000000001,-0.049416666666666664
135,Nathaniel Clyne,D,8,-0.04673333333333333,0.0034500000000000086,-0.05018333333333334
138,Pascal Struijk,D,8,-0.047916666666666684,0.0034500000000000086,-0.05136666666666669
137,Rayan Ait-Nouri,D,8,-0.04800000000000001,0.0034500000000000086,-0.05145000000000002
139,Seamus Coleman,D,8,-0.05016666666666667,0.0034500000000000086,-0.05361666666666668
162,John Lundstram,M,8,-0.08641666666666666,-0.03265000000000001,-0.05376666666666664
158,Leander Dendoncker,M,8,-0.08698333333333332,-0.03265000000000001,-0.0543333333333333
143,Diogo Jota,F,8,-0.09043333333333332,-0.03373333333333332,-0.05670000000000001
151,Neal Maupay,F,8,-0.09050000000000001,-0.03373333333333332,-0.056766666666666694
157,Ashley Westwood,M,8,-0.09011666666666666,-0.03265000000000001,-0.05746666666666665
161,Cheikhou Kouyate,M,8,-0.09090000000000002,-0.03265000000000001,-0.05825000000000001
169,James McArthur,M,8,-0.09106666666666667,-0.03265000000000001,-0.05841666666666666
149,Kyle Bartley,D,8,-0.056399999999999985,0.0034500000000000086,-0.059849999999999993
150,Jamaal Lascelles,D,8,-0.05933333333333335,0.0034500000000000086,-0.06278333333333336
160,Ferran Torres,F,8,-0.09731666666666666,-0.03373333333333332,-0.06358333333333335
172,Yves Bissouma,M,8,-0.09725,-0.03265000000000001,-0.06459999999999999
171,Abdoulaye Doucoure,M,8,-0.09824999999999999,-0.03265000000000001,-0.06559999999999998
155,Tosin Adarabioyo,D,8,-0.06285,0.0034500000000000086,-0.06630000000000001
153,Joachim Andersen,D,8,-0.06341666666666666,0.0034500000000000086,-0.06686666666666667
159,Victor Lindelof,D,8,-0.0657,0.0034500000000000086,-0.06915
156,Conor Coady,D,8,-0.06661666666666666,0.0034500000000000086,-0.07006666666666667
176,Jeff Hendrick,M,8,-0.10316666666666667,-0.03265000000000001,-0.07051666666666666
179,Juan Mata,M,8,-0.10416666666666664,-0.03265000000000001,-0.07151666666666663
166,Raul Jimenez,F,8,-0.10554999999999999,-0.03373333333333332,-0.07181666666666667
168,Callum Wilson,F,8,-0.10576666666666668,-0.03373333333333332,-0.07203333333333337
178,Jacob Murphy,M,8,-0.10563333333333334,-0.03265000000000001,-0.07298333333333333
174,Rodrigo,M,8,-0.10683333333333335,-0.03265000000000001,-0.07418333333333334
163,Gabriel Magalhaes,D,8,-0.07088333333333334,0.0034500000000000086,-0.07433333333333335
164,Liam Cooper,D,8,-0.07113333333333331,0.0034500000000000086,-0.07458333333333332
165,Fabian Schar,D,8,-0.07134999999999998,0.0034500000000000086,-0.07479999999999999
170,Alexandre Lacazette,F,8,-0.11159999999999999,-0.03373333333333332,-0.07786666666666667
167,Kieran Tierney,D,8,-0.07634999999999999,0.0034500000000000086,-0.0798
177,Rhian Brewster,F,8,-0.11415000000000002,-0.03373333333333332,-0.08041666666666669
173,Rob Holding,D,8,-0.07993333333333331,0.0034500000000000086,-0.08338333333333332
175,Karlan Grant,F,8,-0.11764999999999999,-0.03373333333333332,-0.08391666666666667
181,Raheem Sterling,F,8,-0.11985000000000001,-0.03373333333333332,-0.0861166666666667
180,Michael Keane,D,8,-0.08950000000000001,0.0034500000000000086,-0.09295000000000002
186,Anthony Martial,F,8,-0.12755,-0.03373333333333332,-0.09381666666666669
182,Chris Basham,D,8,-0.09135,0.0034500000000000086,-0.09480000000000001
183,Joseph Gomez,D,8,-0.09378333333333333,0.0034500000000000086,-0.09723333333333334
184,Joel Matip,D,8,-0.09383333333333332,0.0034500000000000086,-0.09728333333333333
185,Lucas Digne,D,8,-0.09396666666666666,0.0034500000000000086,-0.09741666666666667
188,Aymeric Laporte,D,8,-0.10058333333333334,0.0034500000000000086,-0.10403333333333335
187,Luke Ayling,D,8,-0.10196666666666666,0.0034500000000000086,-0.10541666666666667
189,Mason Holgate,D,8,-0.10335,0.0034500000000000086,-0.1068
190,Kyle Walker,D,8,-0.1073,0.0034500000000000086,-0.11075000000000002
191,Federico Fernandez,D,8,-0.10935000000000002,0.0034500000000000086,-0.11280000000000003
192,Maximilian Kilman,D,8,-0.12765,0.0034500000000000086,-0.13110000000000002
193,Enda Stevens,D,8,-0.15064999999999998,0.0034500000000000086,-0.1541
194,John Egan,D,8,-0.16085,0.0034500000000000086,-0.1643
195,Bukayo Saka,M,8,-0.21304999999999996,-0.03265000000000001,-0.18039999999999995
0,Lucas Digne,D,9,0.30335,-0.06246666666666667,0.3658166666666667
2,Andrew Robertson,D,9,0.2427166666666667,-0.06246666666666667,0.30518333333333336
3,Bruno Fernandes,M,9,0.24791666666666667,-0.025083333333333346,0.273
1,Dominic Calvert-Lewin,F,9,0.22205,-0.02316666666666667,0.24521666666666667
6,James Milner,M,9,0.21113333333333337,-0.025083333333333346,0.2362166666666667
4,Sebastien Haller,F,9,0.20536666666666667,-0.02316666666666667,0.22853333333333334
11,Vladimir Coufal,D,9,0.13963333333333336,-0.06246666666666667,0.20210000000000003
5,Diogo Jota,F,9,0.17553333333333335,-0.02316666666666667,0.19870000000000002
8,Abdoulaye Doucoure,M,9,0.16993333333333335,-0.025083333333333346,0.1950166666666667
12,Harry Maguire,D,9,0.10228333333333332,-0.06246666666666667,0.16475
7,Tammy Abraham,F,9,0.13281666666666667,-0.02316666666666667,0.15598333333333333
13,Kurt Zouma,D,9,0.08629999999999997,-0.06246666666666667,0.14876666666666666
9,Roberto Firmino,F,9,0.1207166666666667,-0.02316666666666667,0.14388333333333336
17,Joel Matip,D,9,0.07660000000000004,-0.06246666666666667,0.13906666666666673
10,Chris Wood,F,9,0.1155833333333333,-0.02316666666666667,0.13874999999999998
19,James Tarkowski,D,9,0.07106666666666665,-0.06246666666666667,0.13353333333333334
15,Rodrigo,M,9,0.10816666666666667,-0.025083333333333346,0.13325000000000004
18,Aaron Wan-Bissaka,D,9,0.06948333333333338,-0.06246666666666667,0.13195000000000007
20,Hector Bellerin,D,9,0.0671,-0.06246666666666667,0.12956666666666666
22,Ben Mee,D,9,0.06566666666666669,-0.06246666666666667,0.12813333333333338
16,Andros Townsend,M,9,0.10238333333333334,-0.025083333333333346,0.12746666666666667
25,Angelo Ogbonna,D,9,0.061566666666666624,-0.06246666666666667,0.1240333333333333
29,Robin Koch,D,9,0.05243333333333333,-0.06246666666666667,0.1149
30,Alex Telles,D,9,0.04883333333333336,-0.06246666666666667,0.11130000000000004
21,Pascal Gross,M,9,0.08574999999999999,-0.025083333333333346,0.11083333333333334
23,Joao Moutinho,M,9,0.08075000000000003,-0.025083333333333346,0.10583333333333338
35,Arthur Masuaku,D,9,0.04116666666666665,-0.06246666666666667,0.10363333333333333
34,Serge Aurier,D,9,0.03796666666666667,-0.06246666666666667,0.10043333333333335
26,Mason Mount,M,9,0.0737166666666667,-0.025083333333333346,0.09880000000000004
27,James Maddison,M,9,0.07303333333333335,-0.025083333333333346,0.0981166666666667
40,Charlie Taylor,D,9,0.031799999999999974,-0.06246666666666667,0.09426666666666664
42,Nelson Semedo,D,9,0.024816666666666636,-0.06246666666666667,0.08728333333333331
14,Ademola Lookman,F,9,0.059833333333333294,-0.02316666666666667,0.08299999999999996
39,Theo Walcott,M,9,0.05775,-0.025083333333333346,0.08283333333333334
44,Victor Lindelof,D,9,0.019333333333333313,-0.06246666666666667,0.08179999999999998
38,Solly March,M,9,0.0550833333333333,-0.025083333333333346,0.08016666666666664
48,Ben Chilwell,D,9,0.012700000000000045,-0.06246666666666667,0.07516666666666671
51,Toby Alderweireld,D,9,0.010649999999999993,-0.06246666666666667,0.07311666666666666
50,Fabian Balbuena,D,9,0.009949999999999995,-0.06246666666666667,0.07241666666666667
41,Matheus Pereira,M,9,0.04630000000000001,-0.025083333333333346,0.07138333333333335
43,Tanguy Ndombele,M,9,0.04481666666666665,-0.025083333333333346,0.06989999999999999
49,Reece James,D,9,0.00736666666666667,-0.06246666666666667,0.06983333333333334
54,Ezri Konsa Ngoyo,D,9,0.004899999999999978,-0.06246666666666667,0.06736666666666664
56,Aaron Cresswell,D,9,0.0008999999999999749,-0.06246666666666667,0.06336666666666664
57,Kieran Tierney,D,9,0.0001666666666666853,-0.06246666666666667,0.06263333333333336
47,Mateo Kovacic,M,9,0.036750000000000026,-0.025083333333333346,0.06183333333333337
58,Liam Cooper,D,9,-0.0015833333333333255,-0.06246666666666667,0.060883333333333345
59,Sergio Reguilon,D,9,-0.0029499999999999895,-0.06246666666666667,0.05951666666666668
24,Danny Welbeck,F,9,0.03471666666666665,-0.02316666666666667,0.05788333333333332
60,Antonio Rudiger,D,9,-0.005566666666666664,-0.06246666666666667,0.056900000000000006
61,Eric Dier,D,9,-0.006449999999999993,-0.06246666666666667,0.05601666666666668
53,Pablo Fornals,M,9,0.028966666666666696,-0.025083333333333346,0.05405000000000004
55,Ezgjan Alioski,M,9,0.028316666666666695,-0.025083333333333346,0.053400000000000045
52,Jack Harrison,M,9,0.02564999999999999,-0.025083333333333346,0.05073333333333334
70,Ryan Bertrand,D,9,-0.012666666666666678,-0.06246666666666667,0.04979999999999999
28,Che Adams,F,9,0.025899999999999996,-0.02316666666666667,0.04906666666666666
69,Gabriel Magalhaes,D,9,-0.01545,-0.06246666666666667,0.04701666666666667
32,Richarlison,F,9,0.022999999999999982,-0.02316666666666667,0.04616666666666665
72,Rayan Ait-Nouri,D,9,-0.01765,-0.06246666666666667,0.04481666666666667
31,Sadio Mane,F,9,0.020700000000000014,-0.02316666666666667,0.04386666666666668
65,Nemanja Matic,M,9,0.01856666666666666,-0.025083333333333346,0.04365000000000001
78,George Baldock,D,9,-0.020783333333333338,-0.06246666666666667,0.041683333333333336
82,Max Lowe,D,9,-0.02156666666666666,-0.06246666666666667,0.040900000000000006
62,Moussa Djenepo,M,9,0.01435000000000001,-0.025083333333333346,0.039433333333333355
63,Cheikhou Kouyate,M,9,0.013700000000000009,-0.025083333333333346,0.03878333333333336
33,Anthony Martial,F,9,0.014916666666666653,-0.02316666666666667,0.03808333333333332
87,Luke Ayling,D,9,-0.025666666666666654,-0.06246666666666667,0.03680000000000001
71,Alex Iwobi,M,9,0.008549999999999983,-0.025083333333333346,0.03363333333333333
66,Hakim Ziyech,M,9,0.0075333333333333545,-0.025083333333333346,0.032616666666666704
67,Youri Tielemans,M,9,0.007083333333333312,-0.025083333333333346,0.032166666666666656
36,Raul Jimenez,F,9,0.007899999999999982,-0.02316666666666667,0.031066666666666652
37,Son Heung-Min,F,9,0.006016666666666688,-0.02316666666666667,0.029183333333333356
80,Juan Mata,M,9,0.003750000000000031,-0.025083333333333346,0.028833333333333377
77,Jarrod Bowen,M,9,0.0026333333333333764,-0.025083333333333346,0.027716666666666723
89,Rob Holding,D,9,-0.03606666666666667,-0.06246666666666667,0.0264
76,Harvey Barnes,M,9,0.0006166666666666543,-0.025083333333333346,0.0257
79,John Fleck,M,9,0.00034999999999997994,-0.025083333333333346,0.025433333333333325
73,Kevin De Bruyne,M,9,0.00018333333333335014,-0.025083333333333346,0.025266666666666698
84,James Rodriguez,M,9,-0.0005166666666666838,-0.025083333333333346,0.024566666666666664
93,Semi Ajayi,D,9,-0.03793333333333334,-0.06246666666666667,0.02453333333333333
85,Declan Rice,M,9,-0.0027166666666666637,-0.025083333333333346,0.022366666666666684
94,Joao Cancelo,D,9,-0.04103333333333331,-0.06246666666666667,0.02143333333333336
86,Dani Ceballos,M,9,-0.004599999999999993,-0.025083333333333346,0.020483333333333353
92,Jairo Riedewald,M,9,-0.010599999999999998,-0.025083333333333346,0.014483333333333348
102,Wesley Fofana,D,9,-0.048383333333333334,-0.06246666666666667,0.014083333333333337
91,Conor Gallagher,M,9,-0.011066666666666669,-0.025083333333333346,0.014016666666666677
88,Leander Dendoncker,M,9,-0.014249999999999985,-0.025083333333333346,0.010833333333333361
45,Timo Werner,F,9,-0.012949999999999998,-0.02316666666666667,0.01021666666666667
46,Oliver McBurnie,F,9,-0.013150000000000014,-0.02316666666666667,0.010016666666666655
95,N'Golo Kante,M,9,-0.01743333333333334,-0.025083333333333346,0.0076500000000000075
96,Marc Albrighton,M,9,-0.01783333333333333,-0.025083333333333346,0.007250000000000017
111,Conor Townsend,D,9,-0.05638333333333334,-0.06246666666666667,0.0060833333333333295
112,Jannik Vestergaard,D,9,-0.061549999999999994,-0.06246666666666667,0.0009166666666666767
114,Chris Basham,D,9,-0.06243333333333334,-0.06246666666666667,3.333333333332966e-05
105,Josh Brownhill,M,9,-0.02529999999999999,-0.025083333333333346,-0.0002166666666666428
100,Daniel Podence,M,9,-0.026399999999999996,-0.025083333333333346,-0.00131666666666665
101,Dwight McNeil,M,9,-0.029550000000000003,-0.025083333333333346,-0.004466666666666657
120,Scott Dann,D,9,-0.06743333333333333,-0.06246666666666667,-0.004966666666666661
109,Pierre-Emile Hojbjerg,M,9,-0.031233333333333318,-0.025083333333333346,-0.0061499999999999715
122,Joachim Andersen,D,9,-0.06953333333333334,-0.06246666666666667,-0.0070666666666666655
117,Maximilian Kilman,D,9,-0.06984999999999998,-0.06246666666666667,-0.007383333333333311
107,Eberechi Eze,M,9,-0.033833333333333326,-0.025083333333333346,-0.00874999999999998
108,Trezeguet,M,9,-0.034033333333333325,-0.025083333333333346,-0.008949999999999979
125,Kyle Walker-Peters,D,9,-0.07143333333333333,-0.06246666666666667,-0.008966666666666664
124,Willy Boly,D,9,-0.07176666666666666,-0.06246666666666667,-0.009299999999999989
64,Ivan Cavaleiro,F,9,-0.0331,-0.02316666666666667,-0.009933333333333329
116,James McArthur,M,9,-0.035716666666666654,-0.025083333333333346,-0.010633333333333307
126,John Egan,D,9,-0.07325,-0.06246666666666667,-0.010783333333333325
127,Matthew Lowton,D,9,-0.07481666666666666,-0.06246666666666667,-0.012349999999999986
133,Ethan Ampadu,D,9,-0.07558333333333334,-0.06246666666666667,-0.013116666666666665
115,Grady Diangana,M,9,-0.04148333333333334,-0.025083333333333346,-0.01639999999999999
118,Stuart Armstrong,M,9,-0.044483333333333354,-0.025083333333333346,-0.019400000000000008
68,Adama Traore,F,9,-0.04278333333333334,-0.02316666666666667,-0.01961666666666667
121,Fred,M,9,-0.04591666666666666,-0.025083333333333346,-0.020833333333333315
119,Ashley Westwood,M,9,-0.04618333333333333,-0.025083333333333346,-0.021099999999999987
123,Romaine Sawyers,M,9,-0.04768333333333332,-0.025083333333333346,-0.022599999999999974
75,Riyad Mahrez,F,9,-0.04580000000000001,-0.02316666666666667,-0.02263333333333334
139,Antonee Robinson,D,9,-0.08558333333333333,-0.06246666666666667,-0.02311666666666666
81,Joelinton,F,9,-0.04716666666666667,-0.02316666666666667,-0.024
74,Jamie Vardy,F,9,-0.047250000000000014,-0.02316666666666667,-0.024083333333333345
129,Mateusz Klich,M,9,-0.04943333333333333,-0.025083333333333346,-0.024349999999999983
142,Aymeric Laporte,D,9,-0.08871666666666667,-0.06246666666666667,-0.026249999999999996
146,Ola Aina,D,9,-0.08886666666666666,-0.06246666666666667,-0.026399999999999993
144,Michael Keane,D,9,-0.08915000000000001,-0.06246666666666667,-0.026683333333333337
130,Tomas Soucek,M,9,-0.05251666666666668,-0.025083333333333346,-0.02743333333333333
131,Georginio Wijnaldum,M,9,-0.05285000000000001,-0.025083333333333346,-0.02776666666666666
132,Oriol Romeu,M,9,-0.05305000000000001,-0.025083333333333346,-0.02796666666666666
128,John McGinn,M,9,-0.05313333333333333,-0.025083333333333346,-0.028049999999999985
147,Lewis Dunk,D,9,-0.09174999999999998,-0.06246666666666667,-0.029283333333333314
135,Douglas Luiz,M,9,-0.05761666666666667,-0.025083333333333346,-0.032533333333333324
83,Marcus Rashford,F,9,-0.055799999999999995,-0.02316666666666667,-0.03263333333333333
134,Stuart Dallas,M,9,-0.05965,-0.025083333333333346,-0.034566666666666655
150,James Justin,D,9,-0.09715,-0.06246666666666667,-0.03468333333333333
153,Kyle Bartley,D,9,-0.09741666666666665,-0.06246666666666667,-0.03494999999999998
138,Mario Lemina,M,9,-0.06013333333333334,-0.025083333333333346,-0.03504999999999999
136,Curtis Jones,M,9,-0.06106666666666666,-0.025083333333333346,-0.03598333333333331
154,Darnell Furlong,D,9,-0.10078333333333332,-0.06246666666666667,-0.03831666666666665
90,Jay Rodriguez,F,9,-0.06171666666666668,-0.02316666666666667,-0.03855000000000001
141,Allan Saint-Maximin,M,9,-0.06459999999999999,-0.025083333333333346,-0.039516666666666644
155,Kyle Walker,D,9,-0.10298333333333333,-0.06246666666666667,-0.04051666666666666
145,Sander Berge,M,9,-0.06561666666666666,-0.025083333333333346,-0.04053333333333331
140,Jack Grealish,M,9,-0.0664,-0.025083333333333346,-0.041316666666666654
149,Bernardo Silva,M,9,-0.07006666666666665,-0.025083333333333346,-0.044983333333333306
151,Allan,M,9,-0.07183333333333332,-0.025083333333333346,-0.04674999999999997
163,Nathaniel Clyne,D,9,-0.10930000000000001,-0.06246666666666667,-0.04683333333333334
152,Johann Gudmundsson,M,9,-0.07196666666666666,-0.025083333333333346,-0.04688333333333332
148,James Ward-Prowse,M,9,-0.07228333333333332,-0.025083333333333346,-0.04719999999999998
98,Gabriel Jesus,F,9,-0.07156666666666665,-0.02316666666666667,-0.048399999999999985
99,Patrick Bamford,F,9,-0.07341666666666667,-0.02316666666666667,-0.05025
97,Pierre-Emerick Aubameyang,F,9,-0.07385000000000001,-0.02316666666666667,-0.050683333333333344
103,Raphinha,F,9,-0.0742,-0.02316666666666667,-0.05103333333333333
104,Michy Batshuayi,F,9,-0.07446666666666667,-0.02316666666666667,-0.0513
157,Ruben Neves,M,9,-0.07773333333333333,-0.025083333333333346,-0.05264999999999999
159,Harrison Reed,M,9,-0.07876666666666667,-0.025083333333333346,-0.05368333333333332
160,Isaac Hayden,M,9,-0.07886666666666668,-0.025083333333333346,-0.053783333333333336
166,Christian Fuchs,D,9,-0.11668333333333332,-0.06246666666666667,-0.05421666666666665
110,Jordan Ayew,F,9,-0.08006666666666666,-0.02316666666666667,-0.05689999999999999
106,Harry Kane,F,9,-0.08161666666666667,-0.02316666666666667,-0.05845
162,Granit Xhaka,M,9,-0.0855,-0.025083333333333346,-0.06041666666666666
164,Sean Longstaff,M,9,-0.08566666666666667,-0.025083333333333346,-0.06058333333333332
161,Fabinho,M,9,-0.08666666666666668,-0.025083333333333346,-0.06158333333333334
167,Ben White,D,9,-0.12456666666666667,-0.06246666666666667,-0.0621
113,Ollie Watkins,F,9,-0.08566666666666668,-0.02316666666666667,-0.06250000000000001
165,Kalvin Phillips,M,9,-0.09015,-0.025083333333333346,-0.06506666666666665
170,Jan Bednarek,D,9,-0.128,-0.06246666666666667,-0.06553333333333333
174,Javier Manquillo,D,9,-0.13065000000000002,-0.06246666666666667,-0.06818333333333335
178,Adam Webster,D,9,-0.1318,-0.06246666666666667,-0.06933333333333333
175,Tyrone Mings,D,9,-0.13416666666666666,-0.06246666666666667,-0.07169999999999999
176,Matthew Cash,D,9,-0.13505,-0.06246666666666667,-0.07258333333333333
168,Yves Bissouma,M,9,-0.09846666666666666,-0.025083333333333346,-0.07338333333333331
177,Ruben Dias,D,9,-0.1364,-0.06246666666666667,-0.07393333333333332
169,Moussa Sissoko,M,9,-0.10076666666666667,-0.025083333333333346,-0.07568333333333332
179,Branislav Ivanovic,D,9,-0.13838333333333333,-0.06246666666666667,-0.07591666666666666
173,Ben Godfrey,M,9,-0.10456666666666668,-0.025083333333333346,-0.07948333333333334
172,Oliver Norwood,M,9,-0.10535000000000001,-0.025083333333333346,-0.08026666666666667
137,David McGoldrick,F,9,-0.10746666666666665,-0.02316666666666667,-0.08429999999999999
180,Patrick van Aanholt,D,9,-0.14898333333333333,-0.06246666666666667,-0.08651666666666666
182,Ciaran Clark,D,9,-0.14966666666666664,-0.06246666666666667,-0.08719999999999997
143,Ferran Torres,F,9,-0.11099999999999999,-0.02316666666666667,-0.08783333333333332
183,Yerry Mina,D,9,-0.1572,-0.06246666666666667,-0.09473333333333334
185,Tosin Adarabioyo,D,9,-0.16103333333333333,-0.06246666666666667,-0.09856666666666666
181,Nampalys Mendy,M,9,-0.12523333333333334,-0.025083333333333346,-0.10014999999999999
158,Karlan Grant,F,9,-0.12431666666666669,-0.02316666666666667,-0.10115000000000002
156,Neal Maupay,F,9,-0.12493333333333334,-0.02316666666666667,-0.10176666666666667
186,Jamal Lewis,D,9,-0.1643,-0.06246666666666667,-0.10183333333333333
184,Jacob Murphy,M,9,-0.1366166666666667,-0.025083333333333346,-0.11153333333333335
187,Tariq Lamptey,D,9,-0.17605,-0.06246666666666667,-0.11358333333333334
171,Steven Bergwijn,F,9,-0.1492333333333333,-0.02316666666666667,-0.12606666666666663
188,Matt Targett,D,9,-0.18908333333333335,-0.06246666666666667,-0.12661666666666668
189,Jonny Evans,D,9,-0.2664333333333333,-0.06246666666666667,-0.20396666666666663
190,Federico Fernandez,D,9,-0.27781666666666666,-0.06246666666666667,-0.21534999999999999
