,Player,Pos,gameweek,pWAS,ww_pWAS,WAR
124,Timothy Fosu-Mensah,D,2,-0.022866666666666646,-0.02946666666666668,0.006600000000000033
82,Allan,M,2,-0.05748333333333333,-0.06176666666666667,0.00428333333333334
87,Bukayo Saka,M,2,-0.060299999999999986,-0.06176666666666667,0.0014666666666666855
97,Isaac Hayden,M,2,-0.06306666666666666,-0.06176666666666667,-0.0012999999999999887
134,Romain Saiss,D,2,-0.03364999999999999,-0.02946666666666668,-0.004183333333333313
95,Pierre-Emile Hojbjerg,M,2,-0.06774999999999999,-0.06176666666666667,-0.00598333333333332
135,Nathan Ake,D,2,-0.036250000000000004,-0.02946666666666668,-0.006783333333333325
93,John McGinn,M,2,-0.06916666666666667,-0.06176666666666667,-0.007399999999999997
94,Tomas Soucek,M,2,-0.06923333333333333,-0.06176666666666667,-0.007466666666666656
69,Raheem Sterling,F,2,-0.10011666666666665,-0.09125,-0.008866666666666648
96,Georginio Wijnaldum,M,2,-0.07073333333333333,-0.06176666666666667,-0.008966666666666658
104,Solly March,M,2,-0.07116666666666667,-0.06176666666666667,-0.009399999999999999
102,Mason Mount,M,2,-0.07160000000000001,-0.06176666666666667,-0.00983333333333334
111,Stuart Armstrong,M,2,-0.07385000000000001,-0.06176666666666667,-0.012083333333333342
103,Jorginho,M,2,-0.07389999999999998,-0.06176666666666667,-0.012133333333333308
73,Che Adams,F,2,-0.10436666666666666,-0.09125,-0.013116666666666665
112,Ashley Westwood,M,2,-0.075,-0.06176666666666667,-0.013233333333333326
74,Ivan Cavaleiro,F,2,-0.10483333333333333,-0.09125,-0.013583333333333336
108,Jarrod Bowen,M,2,-0.07571666666666665,-0.06176666666666667,-0.013949999999999983
141,Luke Shaw,D,2,-0.04375000000000001,-0.02946666666666668,-0.014283333333333332
142,Liam Cooper,D,2,-0.044433333333333346,-0.02946666666666668,-0.014966666666666666
110,Ruben Neves,M,2,-0.0768,-0.06176666666666667,-0.015033333333333322
114,Cheikhou Kouyate,M,2,-0.07708333333333334,-0.06176666666666667,-0.015316666666666666
109,Jonjo Shelvey,M,2,-0.07773333333333333,-0.06176666666666667,-0.015966666666666664
113,Sander Berge,M,2,-0.07858333333333332,-0.06176666666666667,-0.016816666666666653
144,Kurt Zouma,D,2,-0.047133333333333326,-0.02946666666666668,-0.017666666666666647
77,Pedro Neto,F,2,-0.1095,-0.09125,-0.018250000000000002
145,Sead Kolasinac,D,2,-0.048350000000000004,-0.02946666666666668,-0.018883333333333325
120,John Lundstram,M,2,-0.08101666666666667,-0.06176666666666667,-0.019249999999999996
118,Rodrigo,M,2,-0.08174999999999999,-0.06176666666666667,-0.019983333333333318
117,Wilfred Ndidi,M,2,-0.08195000000000001,-0.06176666666666667,-0.020183333333333338
121,Jake Livermore,M,2,-0.08291666666666665,-0.06176666666666667,-0.02114999999999998
83,Ollie Watkins,F,2,-0.11241666666666666,-0.09125,-0.021166666666666667
129,Andre Gomes,M,2,-0.08358333333333333,-0.06176666666666667,-0.021816666666666658
131,Pablo Fornals,M,2,-0.08365000000000002,-0.06176666666666667,-0.021883333333333345
146,Angelo Ogbonna,D,2,-0.0514,-0.02946666666666668,-0.021933333333333322
151,Luke Ayling,D,2,-0.051583333333333335,-0.02946666666666668,-0.022116666666666656
127,Naby Keita,M,2,-0.08473333333333334,-0.06176666666666667,-0.02296666666666667
126,Ayoze Perez,M,2,-0.08556666666666668,-0.06176666666666667,-0.02380000000000001
155,Issa Diop,D,2,-0.053733333333333334,-0.02946666666666668,-0.024266666666666655
128,John Fleck,M,2,-0.08603333333333334,-0.06176666666666667,-0.024266666666666666
132,James McCarthy,M,2,-0.08689999999999999,-0.06176666666666667,-0.02513333333333332
154,Seamus Coleman,D,2,-0.05473333333333332,-0.02946666666666668,-0.025266666666666642
86,Marcus Rashford,F,2,-0.11764999999999999,-0.09125,-0.026399999999999993
156,Kyle Walker,D,2,-0.05868333333333333,-0.02946666666666668,-0.02921666666666665
133,Joao Moutinho,M,2,-0.09258333333333334,-0.06176666666666667,-0.030816666666666666
158,Marcos Alonso,D,2,-0.06056666666666666,-0.02946666666666668,-0.03109999999999998
159,John Stones,D,2,-0.0608,-0.02946666666666668,-0.031333333333333324
136,Stuart Dallas,M,2,-0.09375,-0.06176666666666667,-0.03198333333333333
160,Yerry Mina,D,2,-0.06269999999999999,-0.02946666666666668,-0.03323333333333331
157,Harry Maguire,D,2,-0.06295,-0.02946666666666668,-0.03348333333333332
161,Conor Coady,D,2,-0.06358333333333334,-0.02946666666666668,-0.034116666666666656
106,Callum Robinson,F,2,-0.12638333333333332,-0.09125,-0.03513333333333332
140,Oliver Burke,M,2,-0.09899999999999999,-0.06176666666666667,-0.03723333333333332
138,Mateo Kovacic,M,2,-0.09935,-0.06176666666666667,-0.03758333333333332
137,Lucas Moura,M,2,-0.10158333333333334,-0.06176666666666667,-0.039816666666666674
163,Ben Davies,D,2,-0.06968333333333332,-0.02946666666666668,-0.04021666666666664
164,Michael Hector,D,2,-0.07271666666666665,-0.02946666666666668,-0.04324999999999997
166,Kevin Long,D,2,-0.07561666666666667,-0.02946666666666668,-0.04614999999999998
149,Harry Winks,M,2,-0.1087,-0.06176666666666667,-0.046933333333333334
165,Benjamin Mendy,D,2,-0.07643333333333331,-0.02946666666666668,-0.04696666666666663
147,Jeff Hendrick,M,2,-0.10953333333333333,-0.06176666666666667,-0.04776666666666666
116,Willian,F,2,-0.13905,-0.09125,-0.04780000000000001
148,Granit Xhaka,M,2,-0.11026666666666667,-0.06176666666666667,-0.048499999999999995
150,Romaine Sawyers,M,2,-0.11055,-0.06176666666666667,-0.048783333333333324
167,Phil Bardsley,D,2,-0.0785,-0.02946666666666668,-0.04903333333333332
130,Steven Alzate,F,2,-0.14098333333333335,-0.09125,-0.04973333333333335
125,Jamie Vardy,F,2,-0.1418,-0.09125,-0.05055000000000001
153,Abdoulaye Doucoure,M,2,-0.11326666666666667,-0.06176666666666667,-0.0515
152,Jack Harrison,M,2,-0.11520000000000001,-0.06176666666666667,-0.05343333333333334
169,Federico Fernandez,D,2,-0.08396666666666668,-0.02946666666666668,-0.05449999999999999
170,Jamaal Lascelles,D,2,-0.08446666666666665,-0.02946666666666668,-0.054999999999999966
172,Darnell Furlong,D,2,-0.08514999999999999,-0.02946666666666668,-0.05568333333333331
171,Victor Lindelof,D,2,-0.08808333333333333,-0.02946666666666668,-0.05861666666666665
139,Jay Rodriguez,F,2,-0.15556666666666666,-0.09125,-0.06431666666666666
143,Callum Wilson,F,2,-0.16040000000000001,-0.09125,-0.06915000000000002
175,Dara O'Shea,D,2,-0.09895,-0.02946666666666668,-0.06948333333333331
173,Javier Manquillo,D,2,-0.0993,-0.02946666666666668,-0.06983333333333332
176,Denis Odoi,D,2,-0.09961666666666667,-0.02946666666666668,-0.07014999999999999
168,Nampalys Mendy,M,2,-0.1355,-0.06176666666666667,-0.07373333333333335
178,Semi Ajayi,D,2,-0.11309999999999999,-0.02946666666666668,-0.08363333333333331
179,Ryan Bertrand,D,2,-0.11425000000000002,-0.02946666666666668,-0.08478333333333334
177,Jamal Lewis,D,2,-0.1146,-0.02946666666666668,-0.08513333333333331
174,Yves Bissouma,M,2,-0.15116666666666667,-0.06176666666666667,-0.08940000000000001
180,Kyle Bartley,D,2,-0.12125000000000001,-0.02946666666666668,-0.09178333333333333
162,Anthony Martial,F,2,-0.18358333333333335,-0.09125,-0.09233333333333335
181,Jack Stephens,D,2,-0.13713333333333333,-0.02946666666666668,-0.10766666666666665
182,Jan Bednarek,D,2,-0.1383,-0.02946666666666668,-0.10883333333333332
0,Jamie Vardy,F,3,0.26214999999999994,-0.03518333333333332,0.2973333333333333
1,Mason Mount,M,3,0.2326,-0.05698333333333333,0.2895833333333333
2,Arthur Masuaku,D,3,0.25638333333333335,0.0007833333333333211,0.25560000000000005
3,Conor Hourihane,M,3,0.1657833333333333,-0.05698333333333333,0.22276666666666664
4,Jarrod Bowen,M,3,0.15616666666666668,-0.05698333333333333,0.21315
5,Bruno Fernandes,M,3,0.15366666666666665,-0.05698333333333333,0.21064999999999998
7,Solly March,M,3,0.14065000000000003,-0.05698333333333333,0.19763333333333336
9,Jack Harrison,M,3,0.13643333333333332,-0.05698333333333333,0.19341666666666665
10,John McGinn,M,3,0.13235,-0.05698333333333333,0.18933333333333333
6,Callum Robinson,F,3,0.1539,-0.03518333333333332,0.18908333333333333
11,Tyrone Mings,D,3,0.18550000000000003,0.0007833333333333211,0.1847166666666667
8,Neal Maupay,F,3,0.1404333333333333,-0.03518333333333332,0.17561666666666662
13,Jan Bednarek,D,3,0.17199999999999996,0.0007833333333333211,0.17121666666666663
12,Riyad Mahrez,F,3,0.12136666666666666,-0.03518333333333332,0.15655
14,Jack Grealish,M,3,0.09351666666666669,-0.05698333333333333,0.15050000000000002
18,Matthew Cash,D,3,0.14111666666666667,0.0007833333333333211,0.14033333333333334
17,Lucas Moura,M,3,0.08031666666666666,-0.05698333333333333,0.13729999999999998
19,Jannik Vestergaard,D,3,0.13664999999999997,0.0007833333333333211,0.13586666666666664
20,Aaron Cresswell,D,3,0.1353,0.0007833333333333211,0.13451666666666667
15,Harry Kane,F,3,0.09395000000000002,-0.03518333333333332,0.12913333333333335
22,Tomas Soucek,M,3,0.06798333333333333,-0.05698333333333333,0.12496666666666666
16,Sadio Mane,F,3,0.08941666666666666,-0.03518333333333332,0.12459999999999999
23,Luke Ayling,D,3,0.11661666666666666,0.0007833333333333211,0.11583333333333334
21,Alexandre Lacazette,F,3,0.07886666666666668,-0.03518333333333332,0.11405000000000001
24,Andrew Robertson,D,3,0.11329999999999996,0.0007833333333333211,0.11251666666666664
26,Kai Havertz,M,3,0.05024999999999998,-0.05698333333333333,0.10723333333333332
28,Pablo Fornals,M,3,0.047999999999999966,-0.05698333333333333,0.10498333333333329
29,Trent Alexander-Arnold,D,3,0.10408333333333337,0.0007833333333333211,0.10330000000000006
31,Andros Townsend,M,3,0.042183333333333316,-0.05698333333333333,0.09916666666666665
30,Kalvin Phillips,M,3,0.041866666666666684,-0.05698333333333333,0.09885000000000002
33,Robin Koch,D,3,0.09881666666666666,0.0007833333333333211,0.09803333333333335
32,Cheikhou Kouyate,M,3,0.040916666666666636,-0.05698333333333333,0.09789999999999996
35,Liam Cooper,D,3,0.09754999999999998,0.0007833333333333211,0.09676666666666667
34,Lucas Digne,D,3,0.09601666666666668,0.0007833333333333211,0.09523333333333336
36,Ryan Bertrand,D,3,0.09360000000000002,0.0007833333333333211,0.0928166666666667
25,Patrick Bamford,F,3,0.056999999999999974,-0.03518333333333332,0.0921833333333333
27,Steven Alzate,F,3,0.0501,-0.03518333333333332,0.08528333333333332
42,Youri Tielemans,M,3,0.0269166666666667,-0.05698333333333333,0.08390000000000003
43,Fabian Balbuena,D,3,0.07831666666666666,0.0007833333333333211,0.07753333333333334
48,Enda Stevens,D,3,0.07379999999999998,0.0007833333333333211,0.07301666666666666
45,Ezri Konsa Ngoyo,D,3,0.0723166666666667,0.0007833333333333211,0.07153333333333338
38,Dominic Calvert-Lewin,F,3,0.03598333333333333,-0.03518333333333332,0.07116666666666666
47,Tariq Lamptey,D,3,0.07153333333333334,0.0007833333333333211,0.07075000000000002
46,Nampalys Mendy,M,3,0.01356666666666669,-0.05698333333333333,0.07055000000000002
44,Michail Antonio,M,3,0.013366666666666674,-0.05698333333333333,0.07035000000000001
37,Marcus Rashford,F,3,0.03423333333333334,-0.03518333333333332,0.06941666666666665
51,Seamus Coleman,D,3,0.06576666666666668,0.0007833333333333211,0.06498333333333337
57,Joe Bryan,D,3,0.06451666666666667,0.0007833333333333211,0.06373333333333335
50,Giovani Lo Celso,M,3,0.005883333333333333,-0.05698333333333333,0.06286666666666667
39,Mohamed Salah,F,3,0.026816666666666638,-0.03518333333333332,0.06199999999999996
41,Danny Ings,F,3,0.026383333333333314,-0.03518333333333332,0.06156666666666664
40,Richarlison,F,3,0.026316666666666693,-0.03518333333333332,0.06150000000000001
56,Reece James,D,3,0.06200000000000002,0.0007833333333333211,0.0612166666666667
61,Angelo Ogbonna,D,3,0.05953333333333333,0.0007833333333333211,0.058750000000000004
55,John Lundstram,M,3,0.0012166666666666621,-0.05698333333333333,0.058199999999999995
54,Andre-Frank Zambo Anguissa,M,3,0.0007499999999999915,-0.05698333333333333,0.057733333333333324
52,Declan Rice,M,3,0.00033333333333333365,-0.05698333333333333,0.05731666666666666
60,Nemanja Matic,M,3,-0.0013666666666666456,-0.05698333333333333,0.05561666666666668
62,Kyle Bartley,D,3,0.05386666666666665,0.0007833333333333211,0.05308333333333333
59,Stuart Dallas,M,3,-0.00523333333333333,-0.05698333333333333,0.05175
65,Yerry Mina,D,3,0.05200000000000001,0.0007833333333333211,0.05121666666666669
58,Matheus Pereira,M,3,-0.006683333333333319,-0.05698333333333333,0.05030000000000001
63,James Rodriguez,M,3,-0.009233333333333335,-0.05698333333333333,0.047749999999999994
49,Callum Wilson,F,3,0.009650000000000011,-0.03518333333333332,0.044833333333333336
69,Timothy Castagne,D,3,0.044866666666666645,0.0007833333333333211,0.04408333333333332
68,Matt Doherty,D,3,0.044483333333333354,0.0007833333333333211,0.04370000000000003
66,Mateusz Klich,M,3,-0.015349999999999994,-0.05698333333333333,0.041633333333333335
53,Tammy Abraham,F,3,0.0036166666666666756,-0.03518333333333332,0.0388
70,Trezeguet,M,3,-0.022549999999999997,-0.05698333333333333,0.03443333333333333
64,Ollie Watkins,F,3,-0.004283333333333343,-0.03518333333333332,0.03089999999999998
74,Kyle Walker-Peters,D,3,0.02943333333333335,0.0007833333333333211,0.02865000000000003
75,Ruben Vinagre,D,3,0.02591666666666666,0.0007833333333333211,0.02513333333333334
77,Nelson Semedo,D,3,0.02563333333333336,0.0007833333333333211,0.02485000000000004
72,Kevin De Bruyne,M,3,-0.03331666666666668,-0.05698333333333333,0.02366666666666665
67,Che Adams,F,3,-0.012649999999999995,-0.03518333333333332,0.02253333333333333
78,Darnell Furlong,D,3,0.022533333333333332,0.0007833333333333211,0.021750000000000012
79,Harry Maguire,D,3,0.01856666666666666,0.0007833333333333211,0.01778333333333334
81,Matt Targett,D,3,0.017933333333333357,0.0007833333333333211,0.017150000000000037
83,Kevin Long,D,3,0.01626666666666665,0.0007833333333333211,0.01548333333333333
84,Jack Robinson,D,3,0.015716666666666674,0.0007833333333333211,0.014933333333333352
82,Oliver Burke,M,3,-0.043100000000000006,-0.05698333333333333,0.013883333333333324
80,Eberechi Eze,M,3,-0.04418333333333333,-0.05698333333333333,0.012799999999999999
71,Pedro Neto,F,3,-0.024083333333333328,-0.03518333333333332,0.011099999999999995
85,James Ward-Prowse,M,3,-0.04904999999999998,-0.05698333333333333,0.007933333333333348
87,Tom Cairney,M,3,-0.0492,-0.05698333333333333,0.00778333333333333
88,James McCarthy,M,3,-0.04956666666666667,-0.05698333333333333,0.007416666666666662
86,Ruben Neves,M,3,-0.051050000000000005,-0.05698333333333333,0.005933333333333325
73,Ivan Cavaleiro,F,3,-0.031633333333333326,-0.03518333333333332,0.0035499999999999976
91,Pierre-Emile Hojbjerg,M,3,-0.05436666666666665,-0.05698333333333333,0.002616666666666677
92,Dale Stephens,M,3,-0.05548333333333333,-0.05698333333333333,0.0015000000000000013
93,Phil Bardsley,D,3,0.0014333333333333236,0.0007833333333333211,0.0006500000000000025
95,Miguel Almiron,M,3,-0.05840000000000003,-0.05698333333333333,-0.001416666666666698
97,Ben Osborn,M,3,-0.059133333333333316,-0.05698333333333333,-0.0021499999999999853
96,Sander Berge,M,3,-0.0593,-0.05698333333333333,-0.0023166666666666683
94,N'Golo Kante,M,3,-0.05953333333333333,-0.05698333333333333,-0.0025499999999999967
76,Adama Traore,F,3,-0.038883333333333325,-0.03518333333333332,-0.003700000000000002
98,George Baldock,D,3,-0.0036166666666666756,0.0007833333333333211,-0.004399999999999997
101,Josh Brownhill,M,3,-0.0667,-0.05698333333333333,-0.009716666666666665
100,Fabinho,M,3,-0.06698333333333334,-0.05698333333333333,-0.010000000000000009
106,Grady Diangana,M,3,-0.06838333333333334,-0.05698333333333333,-0.011400000000000007
112,Joseph Gomez,D,3,-0.011583333333333334,0.0007833333333333211,-0.012366666666666656
107,Rodrigo,M,3,-0.07034999999999998,-0.05698333333333333,-0.013366666666666652
108,Romaine Sawyers,M,3,-0.07128333333333335,-0.05698333333333333,-0.014300000000000021
104,Dwight McNeil,M,3,-0.07131666666666665,-0.05698333333333333,-0.014333333333333323
109,Ben Davies,D,3,-0.013999999999999993,0.0007833333333333211,-0.014783333333333315
114,Chris Basham,D,3,-0.01716666666666668,0.0007833333333333211,-0.01795
116,Federico Fernandez,D,3,-0.01768333333333331,0.0007833333333333211,-0.01846666666666663
89,Mason Greenwood,F,3,-0.05396666666666666,-0.03518333333333332,-0.01878333333333334
115,Eric Dier,D,3,-0.018016666666666663,0.0007833333333333211,-0.018799999999999983
113,Georginio Wijnaldum,M,3,-0.07626666666666669,-0.05698333333333333,-0.01928333333333336
90,Aleksandar Mitrovic,F,3,-0.05508333333333332,-0.03518333333333332,-0.019899999999999994
111,Leandro Trossard,M,3,-0.07696666666666667,-0.05698333333333333,-0.01998333333333334
118,Victor Lindelof,D,3,-0.020283333333333337,0.0007833333333333211,-0.021066666666666657
110,Harvey Barnes,M,3,-0.07875,-0.05698333333333333,-0.02176666666666667
117,Abdoulaye Doucoure,M,3,-0.08040000000000001,-0.05698333333333333,-0.023416666666666683
119,Jeff Hendrick,M,3,-0.081,-0.05698333333333333,-0.024016666666666672
120,Ashley Westwood,M,3,-0.08281666666666666,-0.05698333333333333,-0.025833333333333333
125,Davinson Sanchez,D,3,-0.02638333333333333,0.0007833333333333211,-0.02716666666666665
121,James McArthur,M,3,-0.08441666666666668,-0.05698333333333333,-0.02743333333333335
129,Nathan Ake,D,3,-0.027200000000000002,0.0007833333333333211,-0.027983333333333322
124,Ainsley Maitland-Niles,M,3,-0.08538333333333332,-0.05698333333333333,-0.028399999999999995
127,Oriol Romeu,M,3,-0.08601666666666667,-0.05698333333333333,-0.02903333333333334
130,Jamaal Lascelles,D,3,-0.028516666666666673,0.0007833333333333211,-0.029299999999999993
126,Jimmy Dunne,D,3,-0.028850000000000004,0.0007833333333333211,-0.029633333333333324
102,Matej Vydra,F,3,-0.06501666666666667,-0.03518333333333332,-0.029833333333333344
99,Timo Werner,F,3,-0.0651,-0.03518333333333332,-0.02991666666666668
123,Matt Ritchie,M,3,-0.08739999999999999,-0.05698333333333333,-0.03041666666666666
105,Chris Wood,F,3,-0.06865,-0.03518333333333332,-0.03346666666666668
128,Mohamed Elneny,M,3,-0.09076666666666668,-0.05698333333333333,-0.033783333333333346
103,Roberto Firmino,F,3,-0.06960000000000001,-0.03518333333333332,-0.034416666666666686
135,Jake Livermore,M,3,-0.09155,-0.05698333333333333,-0.034566666666666676
131,Allan,M,3,-0.09166666666666667,-0.05698333333333333,-0.034683333333333344
134,Ethan Ampadu,D,3,-0.03431666666666664,0.0007833333333333211,-0.035099999999999965
136,Virgil van Dijk,D,3,-0.034616666666666664,0.0007833333333333211,-0.03539999999999999
132,Adam Lallana,M,3,-0.09328333333333334,-0.05698333333333333,-0.03630000000000001
141,Denis Odoi,D,3,-0.03886666666666666,0.0007833333333333211,-0.039649999999999984
142,Michael Keane,D,3,-0.03974999999999999,0.0007833333333333211,-0.04053333333333331
138,Jonjo Shelvey,M,3,-0.09753333333333335,-0.05698333333333333,-0.04055000000000002
139,Moussa Djenepo,M,3,-0.09878333333333332,-0.05698333333333333,-0.04179999999999999
143,Tyrick Mitchell,D,3,-0.04103333333333333,0.0007833333333333211,-0.041816666666666655
140,Andre Gomes,M,3,-0.10156666666666668,-0.05698333333333333,-0.04458333333333335
145,Naby Keita,M,3,-0.10345,-0.05698333333333333,-0.04646666666666667
146,Stuart Armstrong,M,3,-0.10396666666666667,-0.05698333333333333,-0.046983333333333335
149,Aaron Wan-Bissaka,D,3,-0.04646666666666668,0.0007833333333333211,-0.04725
144,Joao Moutinho,M,3,-0.10426666666666667,-0.05698333333333333,-0.047283333333333344
154,James Justin,D,3,-0.04691666666666666,0.0007833333333333211,-0.047699999999999985
147,Granit Xhaka,M,3,-0.10546666666666667,-0.05698333333333333,-0.04848333333333334
156,Dara O'Shea,D,3,-0.048716666666666665,0.0007833333333333211,-0.04949999999999999
122,David McGoldrick,F,3,-0.08536666666666666,-0.03518333333333332,-0.05018333333333334
148,Douglas Luiz,M,3,-0.10736666666666668,-0.05698333333333333,-0.05038333333333335
155,Dennis Praet,M,3,-0.10768333333333335,-0.05698333333333333,-0.05070000000000002
153,Paul Pogba,M,3,-0.1082,-0.05698333333333333,-0.051216666666666674
159,Javier Manquillo,D,3,-0.054833333333333345,0.0007833333333333211,-0.05561666666666667
160,Harry Winks,M,3,-0.11278333333333333,-0.05698333333333333,-0.0558
162,Jonny Evans,D,3,-0.05511666666666667,0.0007833333333333211,-0.05589999999999999
133,Joelinton,F,3,-0.09118333333333334,-0.03518333333333332,-0.056000000000000015
161,Willy Boly,D,3,-0.05751666666666666,0.0007833333333333211,-0.058299999999999984
164,Conor Townsend,D,3,-0.05995,0.0007833333333333211,-0.06073333333333333
165,Romain Saiss,D,3,-0.06153333333333335,0.0007833333333333211,-0.06231666666666667
166,Ben White,D,3,-0.06253333333333333,0.0007833333333333211,-0.06331666666666665
137,Anthony Martial,F,3,-0.09971666666666666,-0.03518333333333332,-0.06453333333333333
170,Daniel Amartey,D,3,-0.06421666666666666,0.0007833333333333211,-0.06499999999999997
168,Hector Bellerin,D,3,-0.06473333333333332,0.0007833333333333211,-0.06551666666666664
169,Charlie Taylor,D,3,-0.06551666666666667,0.0007833333333333211,-0.06629999999999998
171,Luke Shaw,D,3,-0.06626666666666665,0.0007833333333333211,-0.06704999999999997
167,Phil Foden,M,3,-0.12689999999999999,-0.05698333333333333,-0.06991666666666665
152,Willian,F,3,-0.10533333333333333,-0.03518333333333332,-0.07015000000000002
173,Andreas Christensen,D,3,-0.06961666666666667,0.0007833333333333211,-0.07039999999999999
172,Kieran Tierney,D,3,-0.07215,0.0007833333333333211,-0.07293333333333332
150,Raheem Sterling,F,3,-0.10851666666666666,-0.03518333333333332,-0.07333333333333333
151,Pierre-Emerick Aubameyang,F,3,-0.10886666666666667,-0.03518333333333332,-0.07368333333333335
174,Adam Webster,D,3,-0.07326666666666666,0.0007833333333333211,-0.07404999999999998
157,Jordan Ayew,F,3,-0.1141,-0.03518333333333332,-0.07891666666666666
177,Kyle Walker,D,3,-0.07825,0.0007833333333333211,-0.07903333333333332
175,Rob Holding,D,3,-0.07895,0.0007833333333333211,-0.07973333333333332
158,Aaron Connolly,F,3,-0.11521666666666665,-0.03518333333333332,-0.08003333333333332
178,Mamadou Sakho,D,3,-0.08013333333333333,0.0007833333333333211,-0.08091666666666665
179,Tim Ream,D,3,-0.08023333333333332,0.0007833333333333211,-0.08101666666666664
163,Helder Costa,F,3,-0.11680000000000001,-0.03518333333333332,-0.0816166666666667
180,Isaac Hayden,M,3,-0.14488333333333334,-0.05698333333333333,-0.0879
181,David Luiz,D,3,-0.08921666666666667,0.0007833333333333211,-0.08999999999999998
183,Semi Ajayi,D,3,-0.09251666666666668,0.0007833333333333211,-0.0933
182,Wilfried Zaha,M,3,-0.15161666666666665,-0.05698333333333333,-0.09463333333333332
184,Eric Garcia,D,3,-0.09555000000000001,0.0007833333333333211,-0.09633333333333333
176,Bobby De Cordova-Reid,F,3,-0.13728333333333334,-0.03518333333333332,-0.10210000000000002
185,Caglar Soyuncu,D,3,-0.10265000000000002,0.0007833333333333211,-0.10343333333333334
187,Thiago Silva,D,3,-0.11396666666666666,0.0007833333333333211,-0.11474999999999998
186,Joel Ward,D,3,-0.11576666666666667,0.0007833333333333211,-0.11654999999999999
188,Benjamin Mendy,D,3,-0.11763333333333335,0.0007833333333333211,-0.11841666666666667
189,Raul Jimenez,F,3,-0.18105000000000002,-0.03518333333333332,-0.1458666666666667
190,Conor Coady,D,3,-0.15211666666666665,0.0007833333333333211,-0.15289999999999998
191,Lewis Dunk,D,3,-0.21943333333333329,0.0007833333333333211,-0.22021666666666662
0,Jack Grealish,M,4,0.2934666666666667,-0.04098333333333334,0.33445
1,Ollie Watkins,F,4,0.24048333333333335,-0.054466666666666684,0.29495000000000005
2,Ben Chilwell,D,4,0.24606666666666668,-0.02348333333333334,0.26955
4,Aaron Cresswell,D,4,0.23123333333333332,-0.02348333333333334,0.25471666666666665
3,Son Heung-Min,F,4,0.18105000000000002,-0.054466666666666684,0.2355166666666667
5,Harry Kane,F,4,0.17483333333333337,-0.054466666666666684,0.22930000000000006
6,James Rodriguez,M,4,0.17975,-0.04098333333333334,0.22073333333333334
7,Callum Wilson,F,4,0.15893333333333334,-0.054466666666666684,0.21340000000000003
8,Jorginho,M,4,0.1486333333333333,-0.04098333333333334,0.18961666666666666
10,Serge Aurier,D,4,0.16481666666666664,-0.02348333333333334,0.18829999999999997
9,Mohamed Salah,F,4,0.12353333333333331,-0.054466666666666684,0.178
15,Hector Bellerin,D,4,0.14235,-0.02348333333333334,0.16583333333333333
11,Allan Saint-Maximin,M,4,0.1168333333333333,-0.04098333333333334,0.15781666666666663
14,Raheem Sterling,F,4,0.09554999999999998,-0.054466666666666684,0.15001666666666666
17,Kurt Zouma,D,4,0.12591666666666668,-0.02348333333333334,0.1494
12,John McGinn,M,4,0.1014,-0.04098333333333334,0.14238333333333333
13,Pablo Fornals,M,4,0.10125000000000002,-0.04098333333333334,0.14223333333333335
16,Michail Antonio,M,4,0.08951666666666665,-0.04098333333333334,0.13049999999999998
25,Yerry Mina,D,4,0.08926666666666665,-0.02348333333333334,0.11274999999999999
29,Fabian Balbuena,D,4,0.07995000000000001,-0.02348333333333334,0.10343333333333335
18,Trezeguet,M,4,0.05673333333333334,-0.04098333333333334,0.09771666666666667
23,Roberto Firmino,F,4,0.039783333333333316,-0.054466666666666684,0.09425
